rep,camada,cenario,fracao,n,r2,rmse
2,000_010cm,clima_continuo,argila,11581,0.7962125937086229,9.109086955842198
2,000_010cm,zonas_k10,areia,11581,0.8135114129071374,11.673950113783444
2,000_010cm,zonas_k10,silte,11581,0.8077361137408342,6.545142145695147
2,000_010cm,zonas_k10,argila,11581,0.795274124515584,9.13003716657473
2,010_020cm,koppen_ipef,areia,9749,0.8259795491994002,11.264453427176221
2,010_020cm,koppen_ipef,silte,9749,0.8276984767407267,6.064290192946065
2,010_020cm,koppen_ipef,argila,9749,0.8068005450115585,9.078636612931076
2,010_020cm,sem_clima,areia,9749,0.8255501103991983,11.278343785036217
2,010_020cm,sem_clima,silte,9749,0.8274179421538495,6.069225004898447
2,010_020cm,sem_clima,argila,9749,0.8064139818323683,9.087714570492462
2,010_020cm,koppen_chelsa,areia,9749,0.8247108017393362,11.305442263804881
2,010_020cm,koppen_chelsa,silte,9749,0.8261566517126514,6.091362647698864
2,010_020cm,koppen_chelsa,argila,9749,0.8059653808580662,9.0982380540386
2,010_020cm,holdridge_etpm,areia,9749,0.825355274883612,11.284640173994726
2,010_020cm,holdridge_etpm,silte,9749,0.8262424266020505,6.0898597129374
2,010_020cm,holdridge_etpm,argila,9749,0.8067598056675587,9.0795937538413
2,010_020cm,holdridge_eth,areia,9749,0.8254877244628653,11.280360258491015
2,010_020cm,holdridge_eth,silte,9749,0.8265967853505929,6.083646756592573
2,010_020cm,holdridge_eth,argila,9749,0.8071254730779079,9.070999052072013
2,010_020cm,th_cad100,areia,9749,0.8257968780610698,11.270364085403497
2,010_020cm,th_cad100,silte,9749,0.8265748991820863,6.084030669651103
2,010_020cm,th_cad100,argila,9749,0.8068134778093418,9.07833274526118
2,010_020cm,th_cadsolo,areia,9749,0.8246932214929572,11.306009176881338
2,010_020cm,th_cadsolo,silte,9749,0.8268307220495575,6.079541675353407
2,010_020cm,th_cadsolo,argila,9749,0.805873594934801,9.100389709885851
2,010_020cm,clima_continuo,areia,9749,0.8265763682506293,11.245120600400266
2,010_020cm,clima_continuo,silte,9749,0.8270437861665685,6.075800449203422
2,010_020cm,clima_continuo,argila,9749,0.8076684660747377,9.058221417393408
2,010_020cm,zonas_k10,areia,9749,0.824689770925993,11.3061204445406
2,010_020cm,zonas_k10,silte,9749,0.8232222994451682,6.142556460798834
2,010_020cm,zonas_k10,argila,9749,0.8065528691545863,9.08445401784753
