variavel,cenario,camada,n,me,mae,rmse,mec,slope,fator_smearing
silte,koppen_ipef,020_030cm,6381,0.3300874346638257,7.640923667840538,10.480919999605405,0.3466115986191822,0.8868681752758886,
argila,koppen_ipef,020_030cm,6381,0.12003389867998637,13.249909065268199,16.84280901653242,0.29483862946263906,0.9426801391991982,
areia,sem_clima,000_010cm,11581,0.7948529061756943,17.45381060918139,22.176607926789735,0.3270127612541637,0.8660580385119249,
silte,sem_clima,000_010cm,11581,0.21358304916577153,9.27627867314407,12.503664306323348,0.29832797567975755,0.8357760389704408,
argila,sem_clima,000_010cm,11581,-1.008435955341466,13.177416579545758,17.140797907734633,0.27841131396299645,0.8575150233849145,
areia,sem_clima,010_020cm,9749,0.24912273509113378,16.95809865444378,21.566295117269636,0.36213153853667046,0.8910486223344052,
silte,sem_clima,010_020cm,9749,0.10304694585245044,9.06950265302287,12.166965252819402,0.30642456674089047,0.8485270183670108,
argila,sem_clima,010_020cm,9749,-0.3521696809435842,13.147655577355874,16.863835919618726,0.33338149282831697,0.9209857061132698,
areia,sem_clima,020_030cm,6381,-0.3751423469754335,15.749230556837395,19.68882653960877,0.3836663243926306,0.9688258488918053,
silte,sem_clima,020_030cm,6381,0.27533545080720145,7.685701310865137,10.512880856829495,0.34262059518927623,0.8919279940591798,
argila,sem_clima,020_030cm,6381,0.09980689616823232,13.244907878643806,16.83489340935935,0.29550128243981666,0.9456381194078567,
areia,th_cad100,000_010cm,11581,0.6988233137548554,17.54954721645178,22.412318543001213,0.312630646424365,0.8481275919100321,
silte,th_cad100,000_010cm,11581,0.21451872899587765,9.152170496624601,12.390545258331583,0.31096642040625033,0.8501101699310681,
argila,th_cad100,000_010cm,11581,-0.913342042750733,13.31804046981508,17.257440459363572,0.2685571256065512,0.8553593751182513,
areia,th_cad100,010_020cm,9749,0.0795266768612474,17.048554399281254,21.623686557565634,0.3587320765785499,0.8943223829926714,
silte,th_cad100,010_020cm,9749,0.2787322540584476,9.037570847697882,12.092384704019963,0.31490140507519526,0.8506694614886852,
argila,th_cad100,010_020cm,9749,-0.35825893091969485,13.284570218041814,16.996638536450615,0.32284091783082103,0.9188855739247799,
areia,th_cad100,020_030cm,6381,-0.21682363052747394,15.68642966797745,19.652053482368572,0.38596644198798125,0.9603606837761939,
silte,th_cad100,020_030cm,6381,0.25550440545027503,7.627951408936021,10.470595777863794,0.3478982040513733,0.8846595051659532,
argila,th_cad100,020_030cm,6381,-0.03868077492280063,13.235807304503178,16.879024895808282,0.29180285373859993,0.9290172978861986,
areia,th_cadsolo,000_010cm,11581,0.9394994252140402,17.569165859118854,22.467330734946973,0.3092521380762778,0.8438839486588765,
silte,th_cadsolo,000_010cm,11581,0.08634137772374564,9.124877830330899,12.341185631997226,0.31644522645167406,0.8652205648843374,
argila,th_cadsolo,000_010cm,11581,-1.0258408029377857,13.332161705324438,17.30630018429016,0.2644095013915405,0.8462442911482057,
areia,th_cadsolo,010_020cm,9749,0.2563185909778221,17.172411651113134,21.797550454436845,0.3483784703686059,0.882853256110745,
silte,th_cadsolo,010_020cm,9749,0.21251336201235518,9.027704511325645,12.081813957270514,0.3160986607972477,0.8583480980855973,
argila,th_cadsolo,010_020cm,9749,-0.4688319529901775,13.403026171567209,17.157608552090263,0.30995384351493327,0.9030605960410852,
areia,th_cadsolo,020_030cm,6381,-0.2685152449297771,15.630617221520527,19.58654457925839,0.39005330463363475,0.965905437454997,
silte,th_cadsolo,020_030cm,6381,0.28750871596638994,7.66829324105114,10.524887692496508,0.3411181423518219,0.8804872311062149,
